east,north,elev_m,serial,name,type,disposition,acres,status
261179.66,4651779.30,2012.6,UT105225846,PEG LEG,L,Closed,18.18,CLOSED
271660.87,4673103.48,2006.8,ID103407632,CALSITE #1,L,Closed,,CLOSED
244871.45,4693539.19,1685.5,ID103484830,AC-1,L,Closed,,CLOSED
245189.75,4693492.01,1612.9,ID103290392,AC-2,L,Closed,,CLOSED
245189.75,4693492.01,1612.9,ID103461299,AC-3,L,Closed,,CLOSED
245153.26,4693124.16,1607.1,ID103476250,AC-4,L,Closed,,CLOSED
245153.26,4693124.16,1607.1,ID103471107,AC-5,L,Closed,,CLOSED
244801.13,4693171.46,1664.8,ID103365895,AC-6,L,Closed,,CLOSED
244819.84,4692304.55,1559.2,ID101685962,AC-7,L,Closed,,CLOSED
245201.50,4692273.96,1537.6,ID103478881,AC-8,L,Closed,,CLOSED
245201.50,4692273.96,1537.6,ID103519251,AC-9,L,Closed,,CLOSED
245096.28,4691762.95,1655.5,ID103115243,AC-10,L,Closed,,CLOSED
245096.28,4691762.95,1655.5,ID103468874,AC-11,L,Closed,,CLOSED
244714.54,4691746.83,1670.3,ID103066658,AC-12,L,Closed,,CLOSED
245068.71,4691413.68,1635.6,ID103112494,AC-13,L,Closed,,CLOSED
245068.71,4691413.68,1635.6,ID103345851,AC-14,L,Closed,,CLOSED
244697.65,4691419.41,1698.1,ID103295817,AC-15,L,Closed,,CLOSED
244697.65,4691419.41,1698.1,ID103279396,AC-16,L,Closed,,CLOSED
245068.71,4691413.68,1635.6,ID103322009,AC-17,L,Closed,,CLOSED
245115.93,4691056.13,1634.7,ID103475698,AC-18,L,Closed,,CLOSED
245115.93,4691056.13,1634.7,ID103277337,AC-19,L,Closed,,CLOSED
245115.93,4691056.13,1634.7,ID103373058,AC-20,L,Closed,,CLOSED
245916.87,4691050.38,1662.2,ID103490201,AC-21,L,Closed,,CLOSED
245916.87,4691050.38,1662.2,ID103281532,AC-22,L,Closed,,CLOSED
245916.87,4691050.38,1662.2,ID103020737,AC-23,L,Closed,,CLOSED
245916.87,4691050.38,1662.2,ID103451584,AC-24,L,Closed,,CLOSED
246363.66,4691016.39,1670.6,ID103523837,AC-25,L,Closed,,CLOSED
246743.86,4690989.29,1688.4,ID103445335,AC-26,L,Closed,,CLOSED
246743.86,4690989.29,1688.4,ID102915441,AC-27,L,Closed,,CLOSED
246667.56,4691343.42,1599.9,ID103466946,AC-28,L,Closed,,CLOSED
246667.56,4691343.42,1599.9,ID103406662,AC-29,L,Closed,,CLOSED
246294.11,4691351.38,1598.7,ID103451383,AC-30,L,Closed,,CLOSED
245866.92,4691379.11,1565.5,ID103143992,AC-31,L,Closed,,CLOSED
245894.41,4691727.27,1575.4,ID103405155,AC-32,L,Closed,,CLOSED
246311.71,4691677.66,1549.5,ID103379592,AC-33,L,Closed,,CLOSED
246695.79,4691690.45,1568.1,ID103114301,AC-34,L,Closed,,CLOSED
246695.79,4691690.45,1568.1,ID103112577,AC-35,L,Closed,,CLOSED
246800.00,4692199.29,1489.4,ID103467362,AC-36,L,Closed,,CLOSED
246800.00,4692199.29,1489.4,ID103405261,AC-37,L,Closed,,CLOSED
246417.55,4692230.92,1517.6,ID103364218,AC-38,L,Closed,,CLOSED
329197.18,4661546.14,2153.9,ID103227596,OLD SILVER HILLS #1,L,Closed,,CLOSED
329197.18,4661546.14,2153.9,ID103282708,OLD SILVER HILLS #2,L,Closed,,CLOSED
329281.11,4661902.97,2274.3,ID103014009,OLD SILVER HILLS #3,L,Closed,,CLOSED
328824.24,4661866.25,2052.6,ID103409797,OLD SILVER HILLS #4,L,Closed,,CLOSED
328993.10,4662004.37,2126.6,ID103523901,OLD SILVER HILLS #5,L,Closed,,CLOSED
329303.81,4662260.17,2327.1,ID103017637,OLD SILVER HILLS #6,L,Closed,,CLOSED
329303.81,4662260.17,2327.1,ID102915523,OLD SILVER HILLS #7,L,Closed,,CLOSED
329303.81,4662260.17,2327.1,ID103327330,OLD SILVER HILLS #8,L,Closed,,CLOSED
329299.03,4662644.71,2283.2,ID103406710,OLD SILVER HILLS #9,L,Closed,,CLOSED
328445.90,4661859.87,2017.6,ID102914496,OLD SILVER HILLS #10,L,Closed,,CLOSED
328411.43,4662280.68,2141.5,ID103273517,OLD SILVER HILLS #11,L,Closed,,CLOSED
328796.34,4662285.78,2158.5,ID103484714,OLD SILVER HILLS #12,L,Closed,,CLOSED
328796.34,4662285.78,2158.5,ID103441094,OLD SILVER HILLS #13,L,Closed,,CLOSED
328819.74,4662670.75,2191.0,ID102920389,OLD SILVER HILLS #14,L,Closed,,CLOSED
328846.42,4663088.96,2073.9,ID103113604,OLD SILVER HILLS #15,L,Closed,,CLOSED
327994.80,4662366.36,2105.0,ID103372296,OLD SILVER HILLS #16,L,Closed,,CLOSED
327994.80,4662366.36,2105.0,ID103380014,OLD SILVER HILLS #17,L,Closed,,CLOSED
327967.29,4662595.90,2129.2,ID103290410,OLD SILVER HILLS #18,L,Closed,,CLOSED
328112.99,4662734.57,2189.5,ID103461148,OLD SILVER HILLS #19,L,Closed,,CLOSED
245914.64,4692330.33,1565.4,ID103484654,AC-39A,L,Closed,,CLOSED
245947.86,4693040.79,1543.3,ID103143713,AC-40,L,Closed,,CLOSED
246393.57,4693094.68,1477.6,ID103015193,AC-41,L,Closed,,CLOSED
246748.15,4693091.84,1461.5,ID103406793,AC-42,L,Closed,,CLOSED
246748.15,4693091.84,1461.5,ID103299844,AC-43,L,Closed,,CLOSED
246748.15,4693091.84,1461.5,ID103229969,AC-44,L,Closed,,CLOSED
246748.15,4693091.84,1461.5,ID103149625,AC-45,L,Closed,,CLOSED
246393.57,4693094.68,1477.6,ID103016428,AC-46,L,Closed,,CLOSED
245947.86,4693040.79,1543.3,ID103016668,AC-47,L,Closed,,CLOSED
285149.76,4679415.73,1780.0,ID102918632,T J MINE NO. 1,L,Closed,,CLOSED
285149.76,4679415.73,1780.0,ID103374684,T J MINE NO. 2,L,Closed,,CLOSED
245456.72,4689285.71,1967.1,ID103329099,F & H #1,L,Closed,,CLOSED
245479.52,4688754.47,1846.5,ID101682556,F & H #2,L,Closed,,CLOSED
244190.97,4687505.93,2071.1,ID103344710,F & H #3,L,Closed,,CLOSED
244638.11,4687520.76,2056.3,ID103506151,F & H #4,L,Closed,,CLOSED
244698.61,4687889.96,2045.5,ID103230359,F & H #5,L,Closed,,CLOSED
244218.51,4687876.32,2035.7,ID103361395,F & H #6,L,Closed,,CLOSED
327792.47,4668417.61,1983.7,ID103284380,H & H #3,L,Closed,,CLOSED
327792.47,4668417.61,1983.7,ID103241795,H & H #4,L,Closed,,CLOSED
261364.08,4654472.29,1946.8,ID103364016,B H C #1,L,Closed,,CLOSED
261364.08,4654472.29,1946.8,ID103290486,B H C #2,L,Closed,,CLOSED
260852.73,4654528.44,1889.4,ID103404309,B H C #3,L,Closed,,CLOSED
260852.73,4654528.44,1889.4,ID103438743,B H C #4,L,Closed,,CLOSED
260852.73,4654528.44,1889.4,ID103405257,B H C #5,L,Closed,,CLOSED
260852.73,4654528.44,1889.4,ID103310605,B H C #6,L,Closed,,CLOSED
260880.90,4655289.01,1840.0,ID103365433,B H C #7,L,Closed,,CLOSED
260880.90,4655289.01,1840.0,ID103363993,B H C #8,L,Closed,,CLOSED
260880.90,4655289.01,1840.0,ID103407748,B H C #9,L,Closed,,CLOSED
260880.90,4655289.01,1840.0,ID103278865,B H C #10,L,Closed,,CLOSED
260912.12,4655673.71,1825.7,ID103478139,B H C #11,L,Closed,,CLOSED
261400.00,4655710.62,1909.7,ID103419379,B H C #12,L,Closed,,CLOSED
261332.84,4655341.58,1884.1,ID103374393,B H C #13,L,Closed,,CLOSED
261332.84,4655341.58,1884.1,ID103375905,B H C #14,L,Closed,,CLOSED
261332.84,4655341.58,1884.1,ID103474130,B H C #15,L,Closed,,CLOSED
261332.84,4655341.58,1884.1,ID103295123,B H C #16,L,Closed,,CLOSED
261751.84,4654439.22,1958.6,ID103408498,B H C #17,L,Closed,,CLOSED
261751.84,4654439.22,1958.6,ID103523241,B H C #18,L,Closed,,CLOSED
263000.02,4656406.17,2007.9,ID103367066,B H C #19,L,Closed,,CLOSED
262629.36,4656401.91,1966.4,ID103344664,B H C #20,L,Closed,,CLOSED
262625.51,4656015.17,1941.7,ID103502565,B H C #21,L,Closed,,CLOSED
262625.51,4656015.17,1941.7,ID103445946,B H C #22,L,Closed,,CLOSED
262625.51,4656015.17,1941.7,ID103476486,B H C #23,L,Closed,,CLOSED
261818.97,4656853.79,1891.1,ID103343061,B H C #24,L,Closed,,CLOSED
261689.48,4655247.30,1900.4,ID103284659,B H C #25,L,Closed,,CLOSED
261689.48,4655247.30,1900.4,ID103222098,B H C #26,L,Closed,,CLOSED
261724.80,4655631.87,1942.8,ID103228553,B H C #27,L,Closed,,CLOSED
262209.62,4655676.72,1993.9,ID103418437,B H C #28,L,Closed,,CLOSED
262141.61,4655305.47,1938.6,ID103293281,B H C #29,L,Closed,,CLOSED
262141.61,4655305.47,1938.6,ID103350444,B H C #30,L,Closed,,CLOSED
262498.32,4655213.46,1999.3,ID103471634,B H C #31,L,Closed,,CLOSED
262498.32,4655213.46,1999.3,ID103461710,B H C #32,L,Closed,,CLOSED
262531.95,4655598.09,2046.8,ID103329755,B H C #33,L,Closed,,CLOSED
262920.04,4655601.76,1993.8,ID103342534,B H C #34,L,Closed,,CLOSED
262886.40,4655216.02,2027.0,ID103418199,B H C #35,L,Closed,,CLOSED
262886.40,4655216.02,2027.0,ID103411269,B H C #36,L,Closed,,CLOSED
262886.40,4655216.02,2027.0,ID103292652,B H C #37,L,Closed,,CLOSED
262887.28,4654821.35,2044.4,ID103014844,B H C #38,L,Closed,,CLOSED
262859.70,4654443.19,2080.3,ID103527490,B H C #39,L,Closed,,CLOSED
262859.70,4654443.19,2080.3,ID103115337,B H C #40,L,Closed,,CLOSED
262859.70,4654443.19,2080.3,ID103406612,B H C #41,L,Closed,,CLOSED
262859.70,4654443.19,2080.3,ID103504595,B H C #42,L,Closed,,CLOSED
262472.89,4654455.03,2034.4,ID103143576,B H C #43,L,Closed,,CLOSED
262472.89,4654455.03,2034.4,ID103371251,B H C #44,L,Closed,,CLOSED
262472.89,4654455.03,2034.4,ID103379313,B H C #45,L,Closed,,CLOSED
262472.89,4654455.03,2034.4,ID103228968,B H C #46,L,Closed,,CLOSED
262238.59,4656045.94,1906.7,ID103222961,B H C #47,L,Closed,,CLOSED
262238.59,4656045.94,1906.7,ID103528858,B H C #48,L,Closed,,CLOSED
262240.84,4656433.84,1940.8,ID103370299,B H C #49,L,Closed,,CLOSED
262249.94,4656852.65,1935.3,ID103350841,B H C #50,L,Closed,,CLOSED
262249.94,4656852.65,1935.3,ID102916530,B H C #51,L,Closed,,CLOSED
262249.94,4656852.65,1935.3,ID103463642,B H C #52,L,Closed,,CLOSED
262255.01,4657250.46,1896.1,ID103407904,B H C #53,L,Closed,,CLOSED
261863.76,4657249.16,1944.3,ID103361944,B H C #54,L,Closed,,CLOSED
261865.29,4656851.12,1895.4,ID103472938,B H C #55,L,Closed,,CLOSED
261865.29,4656851.12,1895.4,ID103409487,B H C #56,L,Closed,,CLOSED
261865.29,4656851.12,1895.4,ID103379314,B H C #57,L,Closed,,CLOSED
261793.25,4656434.44,1889.8,ID103228969,B H C #58,L,Closed,,CLOSED
261773.66,4656049.34,1902.7,ID103287376,B H C #59,L,Closed,,CLOSED
261773.66,4656049.34,1902.7,ID103515870,B H C #60,L,Closed,,CLOSED
261773.66,4656049.34,1902.7,ID103462203,B H C #61,L,Closed,,CLOSED
261399.28,4656083.06,1895.7,ID103281428,B H C #62,L,Closed,,CLOSED
261399.28,4656083.06,1895.7,ID103222052,B H C #63,L,Closed,,CLOSED
261399.28,4656083.06,1895.7,ID103524924,B H C #64,L,Closed,,CLOSED
261409.82,4656469.58,1815.4,ID103361535,B H C #65,L,Closed,,CLOSED
261472.78,4656886.57,1858.7,ID103348155,B H C #66,L,Closed,,CLOSED
261472.78,4656886.57,1858.7,ID103460065,B H C #67,L,Closed,,CLOSED
261472.78,4656886.57,1858.7,ID103460026,B H C #68,L,Closed,,CLOSED
261470.48,4657285.75,1889.1,ID103345440,B H C #69,L,Closed,,CLOSED
260955.84,4656944.03,1797.7,ID103330752,B H C #70,L,Closed,,CLOSED
260955.84,4656944.03,1797.7,ID103142636,B H C #71,L,Closed,,CLOSED
260955.84,4656944.03,1797.7,ID103486089,B H C #72,L,Closed,,CLOSED
260955.84,4656944.03,1797.7,ID103380342,B H C #73,L,Closed,,CLOSED
260949.46,4656509.57,1844.0,ID103350575,B H C #74,L,Closed,,CLOSED
260917.90,4656139.32,1835.2,ID103523079,B H C #75,L,Closed,,CLOSED
260917.90,4656139.32,1835.2,ID103292134,B H C #76,L,Closed,,CLOSED
260917.90,4656139.32,1835.2,ID103248285,B H C #77,L,Closed,,CLOSED
260102.53,4655757.79,1798.4,ID103273588,B H C #78,L,Closed,,CLOSED
260102.53,4655757.79,1798.4,ID103225152,B H C #79,L,Closed,,CLOSED
260102.53,4655757.79,1798.4,ID103370620,B H C #80,L,Closed,,CLOSED
260102.53,4655757.79,1798.4,ID103067978,B H C #81,L,Closed,,CLOSED
260198.72,4656590.54,1753.3,ID103295303,B H C #82,L,Closed,,CLOSED
260198.72,4656590.54,1753.3,ID103293555,B H C #83,L,Closed,,CLOSED
260198.72,4656590.54,1753.3,ID103447908,B H C #84,L,Closed,,CLOSED
260198.72,4656590.54,1753.3,ID103148066,B H C #85,L,Closed,,CLOSED
260165.74,4657378.76,1729.6,ID103111166,B H C #86,L,Closed,,CLOSED
260165.74,4657378.76,1729.6,ID101684591,B H C #87,L,Closed,,CLOSED
260137.97,4656999.49,1704.4,ID103478228,B H C #88,L,Closed,,CLOSED
260137.97,4656999.49,1704.4,ID103519209,B H C #89,L,Closed,,CLOSED
260984.51,4657326.60,1822.0,ID103474623,B H C #90,L,Closed,,CLOSED
261470.48,4657285.75,1889.1,ID103459551,B H C #91,L,Closed,,CLOSED
289886.11,4687017.07,2163.6,ID103019578,OH MY # 1,L,Closed,,CLOSED
284168.27,4697166.66,1708.4,ID103365999,F & H #1,L,Closed,,CLOSED
284168.27,4697166.66,1708.4,ID103244781,F & H #2,L,Closed,,CLOSED
284168.27,4697166.66,1708.4,ID103527955,F & H #3,L,Closed,,CLOSED
284168.27,4697166.66,1708.4,ID103401299,F & H #4,L,Closed,,CLOSED
260856.33,4654094.75,1864.0,ID103300807,BHC #92,L,Closed,,CLOSED
260831.35,4653723.18,1909.6,ID103225053,BHC #93,L,Closed,,CLOSED
260831.35,4653723.18,1909.6,ID103064628,BHC #94,L,Closed,,CLOSED
260831.35,4653723.18,1909.6,ID103464045,BHC #95,L,Closed,,CLOSED
260842.48,4653119.15,1896.1,ID103380826,BHC #96,L,Closed,,CLOSED
260828.72,4652784.99,1908.0,ID103507327,BHC #97,L,Closed,,CLOSED
260828.72,4652784.99,1908.0,ID103407243,BHC #98,L,Closed,,CLOSED
260828.72,4652784.99,1908.0,ID103501382,BHC #99,L,Closed,,CLOSED
260828.72,4652784.99,1908.0,ID103069223,BHC #100,L,Closed,,CLOSED
261304.00,4652762.30,1966.7,ID103298170,BHC #101,L,Closed,,CLOSED
261304.00,4652762.30,1966.7,ID103084873,BHC #102,L,Closed,,CLOSED
261304.00,4652762.30,1966.7,ID103017501,BHC #103,L,Closed,,CLOSED
261304.00,4652762.30,1966.7,ID103463616,BHC #104,L,Closed,,CLOSED
261302.23,4653079.19,1978.0,ID103365175,BHC #105,L,Closed,,CLOSED
261282.77,4653732.41,1946.5,ID103481526,BHC #106,L,Closed,,CLOSED
261282.77,4653732.41,1946.5,ID103272452,BHC #107,L,Closed,,CLOSED
261282.77,4653732.41,1946.5,ID103474149,BHC #108,L,Closed,,CLOSED
261341.65,4654101.73,1896.5,ID103295893,BHC #109,L,Closed,,CLOSED
261729.87,4654082.00,1975.2,ID103460673,BHC #110,L,Closed,,CLOSED
261643.34,4653728.05,1957.4,ID103321481,BHC #111,L,Closed,,CLOSED
261643.34,4653728.05,1957.4,ID103406912,BHC #112,L,Closed,,CLOSED
261643.34,4653728.05,1957.4,ID103297558,BHC #113,L,Closed,,CLOSED
261722.31,4653117.30,1983.8,ID103226500,BHC #114,L,Closed,,CLOSED
261732.88,4652765.65,1993.9,ID103526832,BHC #115,L,Closed,,CLOSED
261732.88,4652765.65,1993.9,ID103403236,BHC #116,L,Closed,,CLOSED
261732.88,4652765.65,1993.9,ID103243403,BHC #117,L,Closed,,CLOSED
261732.88,4652765.65,1993.9,ID103284677,BHC #118,L,Closed,,CLOSED
262118.93,4652728.23,2016.9,ID103222112,BHC #119,L,Closed,,CLOSED
262118.93,4652728.23,2016.9,ID103365527,BHC #120,L,Closed,,CLOSED
260828.72,4652784.99,1908.0,ID103414459,BHC #121,L,Closed,,CLOSED
261304.00,4652762.30,1966.7,ID103406293,BHC #122,L,Closed,,CLOSED
261732.88,4652765.65,1993.9,ID103378255,BHC #123,L,Closed,,CLOSED
262118.93,4652728.23,2016.9,ID103139864,BHC #124,L,Closed,,CLOSED
298187.61,4653984.48,1671.3,ID103328651,BINGO #14,L,Closed,,CLOSED
296527.03,4652262.77,1805.0,ID103143628,BINGO #15,L,Closed,,CLOSED
296527.03,4652262.77,1805.0,ID103409388,BINGO #16,L,Closed,,CLOSED
298187.61,4653984.48,1671.3,ID103378982,BINGO #17,L,Closed,,CLOSED
298207.33,4654792.94,1647.1,ID103345547,BINGO #18,L,Closed,,CLOSED
296554.83,4653202.14,1748.3,ID103524608,BINGO #19,L,Closed,,CLOSED
284103.46,4697975.64,1678.8,ID102919204,F & H #5,L,Closed,,CLOSED
283279.16,4697188.62,1698.8,ID103325294,F & H #6,L,Closed,,CLOSED
283279.16,4697188.62,1698.8,ID103506447,F & H #7,L,Closed,,CLOSED
283279.16,4697188.62,1698.8,ID103224425,F & H #8,L,Closed,,CLOSED
283279.16,4697188.62,1698.8,ID103360998,F & H #9,L,Closed,,CLOSED
330892.90,4659886.61,1909.9,ID103435097,EDE FRACTION,L,Closed,,CLOSED
331696.18,4661396.19,1905.5,ID103349482,MAY FRACTION,L,Closed,,CLOSED
330611.55,4660546.62,2028.7,ID103526855,SEPTEMBER FRACTION,L,Closed,,CLOSED
332456.68,4660242.67,1693.7,ID103293111,PEP NO 10,L,Closed,,CLOSED
332456.68,4660242.67,1693.7,ID103454076,PEP NO 11,L,Closed,,CLOSED
331590.19,4660907.65,1858.8,ID103453110,PEP NO 16 FRACTION,L,Closed,,CLOSED
331696.18,4661396.19,1905.5,ID103227742,PEP NO 17 FRACTION,L,Closed,,CLOSED
332027.91,4660833.90,1784.3,ID103367601,PEP NO 18,L,Closed,,CLOSED
332054.66,4661402.10,1804.6,ID103471237,PEP NO 19,L,Closed,,CLOSED
332054.66,4661402.10,1804.6,ID103300458,PEP NO 20,L,Closed,,CLOSED
332054.66,4661402.10,1804.6,ID103376319,PEP NO 21,L,Closed,,CLOSED
284493.23,4673836.16,2069.5,ID103455385,EASTERN STAR #1,L,Closed,,CLOSED
284499.06,4673000.15,1987.8,ID103227777,EASTERN STAR #2,L,Closed,,CLOSED
262005.09,4664349.31,1896.7,ID103288352,CC-1,L,Closed,,CLOSED
262451.88,4664364.28,1969.1,ID103468394,CC-2,L,Closed,,CLOSED
262005.09,4664349.31,1896.7,ID103475436,CC-3,L,Closed,,CLOSED
262451.88,4664364.28,1969.1,ID103288501,CC-4,L,Closed,,CLOSED
262005.09,4664349.31,1896.7,ID103325786,CC-5,L,Closed,,CLOSED
262451.88,4664364.28,1969.1,ID103504681,CC-6,L,Closed,,CLOSED
261202.35,4663945.06,1837.0,ID103503244,CC-7,L,Closed,,CLOSED
262484.49,4663930.73,1959.9,ID103446904,CC-8,L,Closed,,CLOSED
263630.50,4663535.44,2026.8,ID103453733,CC-9,L,Closed,,CLOSED
262575.61,4663833.18,1992.1,ID103142268,CC-10,L,Closed,,CLOSED
263630.50,4663535.44,2026.8,ID103409352,CC-11,L,Closed,,CLOSED
262779.54,4663519.49,2010.7,ID103378460,CC-12,L,Closed,,CLOSED
263630.50,4663535.44,2026.8,ID103017459,CC-13,L,Closed,,CLOSED
262779.54,4663519.49,2010.7,ID103016600,CC-14,L,Closed,,CLOSED
262335.01,4662760.69,2034.5,ID103461855,CC-15,L,Closed,,CLOSED
262779.54,4663519.49,2010.7,ID103403034,CC-16,L,Closed,,CLOSED
262451.89,4662985.77,2007.3,ID103362124,CC-17,L,Closed,,CLOSED
262839.26,4663053.91,2063.7,ID103469288,CC-18,L,Closed,,CLOSED
262332.95,4662699.61,2040.4,ID103298269,CC-19,L,Closed,,CLOSED
262839.26,4663053.91,2063.7,ID103377803,CC-20,L,Closed,,CLOSED
262840.43,4662669.22,2126.4,ID103474937,CC-21,L,Closed,,CLOSED
262332.95,4662699.61,2040.4,ID103294633,CC-22,L,Closed,,CLOSED
262840.43,4662669.22,2126.4,ID103373811,CC-23,L,Closed,,CLOSED
263198.28,4662671.67,2076.4,ID103488757,CC-24,L,Closed,,CLOSED
262840.43,4662669.22,2126.4,ID103366336,CC-25,L,Closed,,CLOSED
263198.28,4662671.67,2076.4,ID103287928,CC-26,L,Closed,,CLOSED
262831.30,4661780.17,2324.0,ID103410491,CC-27,L,Closed,,CLOSED
263226.77,4662088.19,2174.5,ID103507152,CC-28,L,Closed,,CLOSED
262831.30,4661780.17,2324.0,ID103228982,CC-29,L,Closed,,CLOSED
263601.00,4662109.01,2133.4,ID103288584,CC-30,L,Closed,,CLOSED
262832.76,4664660.54,1905.7,ID103520267,CC-31,L,Closed,,CLOSED
263283.47,4665139.01,1880.3,ID103346811,CC-32,L,Closed,,CLOSED
262805.80,4664276.79,1938.4,ID103453829,CC-33,L,Closed,,CLOSED
263219.46,4664662.01,1927.5,ID103277776,CC-34,L,Closed,,CLOSED
262805.80,4664276.79,1938.4,ID103525353,CC-35,L,Closed,,CLOSED
263641.99,4665140.34,1906.8,ID103362505,CC-36,L,Closed,,CLOSED
262805.80,4664276.79,1938.4,ID103349446,CC-37,L,Closed,,CLOSED
263191.65,4664277.18,1964.8,ID103150224,CC-38,L,Closed,,CLOSED
262805.80,4664276.79,1938.4,ID103281116,CC-39,L,Closed,,CLOSED
263699.84,4664246.82,1992.2,ID103346699,CC-40,L,Closed,,CLOSED
263192.53,4663883.61,1989.8,ID103451898,CC-41,L,Closed,,CLOSED
263699.84,4664246.82,1992.2,ID103459888,CC-42,L,Closed,,CLOSED
263164.99,4663506.56,1999.5,ID103404109,CC-43,L,Closed,,CLOSED
263673.86,4663890.84,2048.2,ID103378424,CC-44,L,Closed,,CLOSED
263164.99,4663506.56,1999.5,ID103459116,CC-45,L,Closed,,CLOSED
263585.83,4663536.93,2016.9,ID103143007,CC-46,L,Closed,,CLOSED
263585.83,4663536.93,2016.9,ID103299051,CC-47,L,Closed,,CLOSED
263585.83,4663536.93,2016.9,ID103379795,CC-48,L,Closed,,CLOSED
263644.16,4663028.05,2041.2,ID103361244,CC-49,L,Closed,,CLOSED
264092.00,4663444.41,2075.1,ID103463287,CC-50,L,Closed,,CLOSED
263644.16,4663028.05,2041.2,ID103404585,CC-51,L,Closed,,CLOSED
263924.08,4663127.63,2069.5,ID103502311,CC-52,L,Closed,,CLOSED
263644.58,4662644.50,2094.2,ID103284179,CC-53,L,Closed,,CLOSED
263943.22,4662709.00,2039.5,ID103143787,CC-54,L,Closed,,CLOSED
263644.58,4662644.50,2094.2,ID103373639,CC-55,L,Closed,,CLOSED
264004.43,4662706.96,2036.9,ID103375716,CC-56,L,Closed,,CLOSED
263644.58,4662644.50,2094.2,ID103487964,CC-57,L,Closed,,CLOSED
264004.43,4662706.96,2036.9,ID103290610,CC-58,L,Closed,,CLOSED
264004.43,4662706.96,2036.9,ID103273491,CC-59,L,Closed,,CLOSED
264004.43,4662706.96,2036.9,ID103364908,CC-60,L,Closed,,CLOSED
263596.52,4661752.31,2171.7,ID103243456,CC-61,L,Closed,,CLOSED
260708.89,4660277.51,1777.8,ID103527015,EC #1,L,Closed,,CLOSED
261069.47,4660185.28,1839.6,ID103462042,EC #2,L,Closed,,CLOSED
260708.89,4660277.51,1777.8,ID103407795,EC #3,L,Closed,,CLOSED
261069.47,4660185.28,1839.6,ID103341754,EC #4,L,Closed,,CLOSED
260708.89,4660277.51,1777.8,ID103457081,EC #5,L,Closed,,CLOSED
261069.47,4660185.28,1839.6,ID103282196,EC #6,L,Closed,,CLOSED
260715.87,4659798.13,1750.9,ID103349217,EC #7,L,Closed,,CLOSED
261100.85,4659765.10,1811.1,ID103470302,EC #8,L,Closed,,CLOSED
260711.11,4659412.52,1809.8,ID103522704,EC #9,L,Closed,,CLOSED
261087.91,4659382.00,1841.2,ID103291587,EC #10,L,Closed,,CLOSED
260711.11,4659412.52,1809.8,ID103329392,EC #11,L,Closed,,CLOSED
261087.91,4659382.00,1841.2,ID103501607,EC #12,L,Closed,,CLOSED
260711.11,4659412.52,1809.8,ID103222278,EC #13,L,Closed,,CLOSED
261087.91,4659382.00,1841.2,ID103329731,EC #14,L,Closed,,CLOSED
260711.11,4659412.52,1809.8,ID103341093,EC #15,L,Closed,,CLOSED
261087.91,4659382.00,1841.2,ID103274271,EC #16,L,Closed,,CLOSED
244746.57,4690814.94,1674.3,ID103527248,AC 48,L,Closed,,CLOSED
244349.32,4690804.96,1805.3,ID103368163,AC 49,L,Closed,,CLOSED
244320.10,4691111.82,1730.4,ID103344566,AC 50,L,Closed,,CLOSED
244320.10,4691111.82,1730.4,ID103522121,AC 51,L,Closed,,CLOSED
244309.89,4691442.46,1635.6,ID103464792,AC 52,L,Closed,,CLOSED
244309.89,4691442.46,1635.6,ID103408746,AC 53,L,Closed,,CLOSED
244309.89,4691442.46,1635.6,ID103503211,AC 54,L,Closed,,CLOSED
244320.10,4691111.82,1730.4,ID103117921,AC 55,L,Closed,,CLOSED
244349.32,4690804.96,1805.3,ID103487106,AC 56,L,Closed,,CLOSED
244337.29,4690407.31,1833.6,ID103298294,AC 57,L,Closed,,CLOSED
244337.29,4690407.31,1833.6,ID103490103,AC 58,L,Closed,,CLOSED
244337.29,4690407.31,1833.6,ID103446119,AC 59,L,Closed,,CLOSED
244735.73,4690449.49,1694.4,ID103367813,AC 60,L,Closed,,CLOSED
245162.08,4690351.68,1710.6,ID103464351,AC 61,L,Closed,,CLOSED
245162.08,4690351.68,1710.6,ID103406002,AC 67,L,Closed,,CLOSED
245124.62,4689843.76,1764.2,ID103520252,AC 68,L,Closed,,CLOSED
245124.62,4689843.76,1764.2,ID101682497,AC 69,L,Closed,,CLOSED
244281.46,4689917.85,1734.7,ID102916274,AC 70,L,Closed,,CLOSED
244281.46,4689917.85,1734.7,ID103405108,AC 71,L,Closed,,CLOSED
244281.46,4689917.85,1734.7,ID103378794,AC 72,L,Closed,,CLOSED
244337.29,4690407.31,1833.6,ID103081360,AC 73,L,Closed,,CLOSED
245146.52,4690740.33,1624.0,ID103466492,AC 74,L,Closed,,CLOSED
243988.30,4691153.97,1661.1,ID103409689,AC 75,L,Closed,,CLOSED
243995.99,4690867.91,1669.8,ID103286332,AC 76,L,Closed,,CLOSED
243973.60,4690458.40,1741.1,ID103287790,AC 77,L,Closed,,CLOSED
330822.12,4662220.32,2032.4,ID103326420,GULCH FRACTION,L,Closed,,CLOSED
331162.52,4661713.33,2076.7,ID103306707,PINE FRACTION,L,Closed,,CLOSED
330849.66,4661504.17,2172.2,ID102916380,VIOLA FRACTION,L,Closed,,CLOSED
332054.66,4661402.10,1804.6,ID103468677,PEP #22,L,Closed,,CLOSED
332412.73,4661425.82,1745.5,ID103276733,PEP #23,L,Closed,,CLOSED
