east,north,elev_m,serial,name,type,disposition,acres,status
330805.03,4661506.35,2182.5,ID101882933,MG 68,L,Active,20.66,ACTIVE
330911.41,4662217.07,2003.1,ID101883713,MG 69,L,Active,20.66,ACTIVE
330911.41,4662217.07,2003.1,ID101883714,MG 70,L,Active,20.66,ACTIVE
330911.41,4662217.07,2003.1,ID101883715,MG 71,L,Active,20.66,ACTIVE
330911.41,4662217.07,2003.1,ID101883716,MG 72,L,Active,20.66,ACTIVE
331606.73,4659447.39,1846.9,ID101883717,MG 73,L,Active,20.66,ACTIVE
331613.99,4659787.19,1779.6,ID101883718,MG 74,L,Active,20.66,ACTIVE
331613.99,4659787.19,1779.6,ID101883719,MG 75,L,Active,20.66,ACTIVE
331613.99,4659787.19,1779.6,ID101883720,MG 76,L,Active,20.66,ACTIVE
331613.99,4659787.19,1779.6,ID101883721,MG 77,L,Active,20.66,ACTIVE
331649.17,4660221.86,1801.2,ID101883722,MG 78,L,Active,20.66,ACTIVE
331754.19,4660634.88,1808.0,ID101883723,MG 79,L,Active,20.66,ACTIVE
331754.19,4660634.88,1808.0,ID101883724,MG 80,L,Active,20.66,ACTIVE
331754.19,4660634.88,1808.0,ID101883725,MG 81,L,Active,20.66,ACTIVE
331728.47,4660979.90,1869.4,ID101883726,MG 82,L,Active,20.66,ACTIVE
331696.18,4661396.19,1905.5,ID101883727,MG 83,L,Active,20.66,ACTIVE
331696.18,4661396.19,1905.5,ID101883728,MG 84,L,Active,20.66,ACTIVE
331696.18,4661396.19,1905.5,ID101883729,MG 85,L,Active,20.66,ACTIVE
331696.18,4661396.19,1905.5,ID101883730,MG 86,L,Active,20.66,ACTIVE
331627.04,4662245.53,1862.3,ID101883731,MG 87,L,Active,20.66,ACTIVE
331627.04,4662245.53,1862.3,ID101883732,MG 88,L,Active,20.66,ACTIVE
331627.04,4662245.53,1862.3,ID101883733,MG 89,L,Active,20.66,ACTIVE
331627.04,4662245.53,1862.3,ID101883734,MG 90,L,Active,20.66,ACTIVE
332093.43,4659550.25,1772.8,ID101470490,MG 91,L,Active,20.66,ACTIVE
332101.44,4659922.25,1733.8,ID101471648,MG 92,L,Active,20.66,ACTIVE
