east,north,elev_m,serial,name,type,disposition,acres,status
328355.03,4659957.76,1920.2,ID101889030,MG 199,L,Active,20.66,ACTIVE
328355.03,4659957.76,1920.2,ID101889031,MG 200,L,Active,20.66,ACTIVE
328438.99,4660313.48,1936.1,ID101889032,MG 201,L,Active,20.66,ACTIVE
328460.90,4660670.70,1973.4,ID101889033,MG 202,L,Active,20.66,ACTIVE
328460.90,4660670.70,1973.4,ID101889034,MG 203,L,Active,20.66,ACTIVE
328460.90,4660670.70,1973.4,ID101889035,MG 204,L,Active,20.66,ACTIVE
328456.99,4661055.21,1957.8,ID101889036,MG 205,L,Active,20.66,ACTIVE
328392.16,4661521.20,1946.3,ID101889037,MG 206,L,Active,20.66,ACTIVE
328392.16,4661521.20,1946.3,ID101889038,MG 207,L,Active,20.66,ACTIVE
328392.16,4661521.20,1946.3,ID101889039,MG 208,L,Active,20.66,ACTIVE
328392.16,4661521.20,1946.3,ID101889040,MG 209,L,Active,20.66,ACTIVE
328392.16,4661521.20,1946.3,ID101889041,MG 210,L,Active,20.66,ACTIVE
328412.51,4662325.09,2158.5,ID101889042,MG 211,L,Active,20.66,ACTIVE
328412.51,4662325.09,2158.5,ID101889043,MG 212,L,Active,20.66,ACTIVE
328412.51,4662325.09,2158.5,ID101889822,MG 213,L,Active,20.66,ACTIVE
328435.60,4662696.73,2295.7,ID101889823,MG 214,L,Active,20.66,ACTIVE
328430.96,4663084.60,2161.7,ID101889824,MG 215,L,Active,20.66,ACTIVE
328430.96,4663084.60,2161.7,ID101889825,MG 216,L,Active,20.66,ACTIVE
328430.96,4663084.60,2161.7,ID101889826,MG 217,L,Active,20.66,ACTIVE
328430.96,4663084.60,2161.7,ID101889827,MG 218,L,Active,20.66,ACTIVE
328685.97,4657626.58,2043.2,ID101889828,MG 219,L,Active,20.66,ACTIVE
328703.78,4658430.53,2076.6,ID101889829,MG 220,L,Active,20.66,ACTIVE
328703.78,4658430.53,2076.6,ID101889830,MG 221,L,Active,20.66,ACTIVE
328703.78,4658430.53,2076.6,ID101889831,MG 222,L,Active,20.66,ACTIVE
328703.78,4658430.53,2076.6,ID101889832,MG 223,L,Active,20.66,ACTIVE
328726.02,4658767.74,2102.4,ID101889833,MG 224,L,Active,20.66,ACTIVE
328784.13,4659218.53,2081.9,ID101889834,MG 225,L,Active,20.66,ACTIVE
328784.13,4659218.53,2081.9,ID101889835,MG 226,L,Active,20.66,ACTIVE
328839.75,4659567.15,2075.1,ID101889836,MG 227,L,Active,20.66,ACTIVE
328801.44,4659933.61,1988.6,ID101889837,MG 228,L,Active,20.66,ACTIVE
328801.44,4659933.61,1988.6,ID101889838,MG 229,L,Active,20.66,ACTIVE
328801.44,4659933.61,1988.6,ID101889839,MG 230,L,Active,20.66,ACTIVE
328801.44,4659933.61,1988.6,ID101889840,MG 231,L,Active,20.66,ACTIVE
328857.57,4660303.33,2020.4,ID101889841,MG 232,L,Active,20.66,ACTIVE
328820.08,4660737.54,2062.3,ID101889842,MG 233,L,Active,20.66,ACTIVE
328820.08,4660737.54,2062.3,ID101889843,MG 234,L,Active,20.66,ACTIVE
328820.08,4660737.54,2062.3,ID101560622,MG 235,L,Active,20.66,ACTIVE
328876.21,4661107.27,2070.2,ID101560623,MG 236,L,Active,20.66,ACTIVE
328777.59,4661511.85,2011.5,ID101560624,MG 237,L,Active,20.66,ACTIVE
328777.59,4661511.85,2011.5,ID101560625,MG 238,L,Active,20.66,ACTIVE
328777.59,4661511.85,2011.5,ID101560626,MG 239,L,Active,20.66,ACTIVE
328777.59,4661511.85,2011.5,ID101560627,MG 240,L,Active,20.66,ACTIVE
328800.82,4661890.15,2051.9,ID101560628,MG 241,L,Active,20.66,ACTIVE
328797.07,4662315.76,2169.7,ID101560629,MG 242,L,Active,20.66,ACTIVE
328797.07,4662315.76,2169.7,ID101560630,MG 243,L,Active,20.66,ACTIVE
328797.07,4662315.76,2169.7,ID101560631,MG 244,L,Active,20.66,ACTIVE
328820.30,4662694.06,2183.7,ID101560632,MG 245,L,Active,20.66,ACTIVE
328815.83,4663089.70,2077.8,ID101560633,MG 246,L,Active,20.66,ACTIVE
328815.83,4663089.70,2077.8,ID101560634,MG 247,L,Active,20.66,ACTIVE
328815.83,4663089.70,2077.8,ID101560635,MG 248,L,Active,20.66,ACTIVE
328815.83,4663089.70,2077.8,ID101560636,MG 249,L,Active,20.66,ACTIVE
329105.47,4657647.54,1944.7,ID101560637,MG 250,L,Active,20.66,ACTIVE
329123.23,4658451.49,2027.7,ID101560638,MG 251,L,Active,20.66,ACTIVE
329123.23,4658451.49,2027.7,ID101560639,MG 252,L,Active,20.66,ACTIVE
329123.23,4658451.49,2027.7,ID101560640,MG 253,L,Active,20.66,ACTIVE
329123.23,4658451.49,2027.7,ID101560641,MG 254,L,Active,20.66,ACTIVE
329144.52,4658784.29,2087.1,ID101560642,MG 255,L,Active,20.66,ACTIVE
329140.24,4659155.47,2168.1,ID101560643,MG 256,L,Active,20.66,ACTIVE
329140.24,4659155.47,2168.1,ID101561422,MG 257,L,Active,20.66,ACTIVE
329161.95,4659506.03,2207.2,ID101561423,MG 258,L,Active,20.66,ACTIVE
329156.18,4659849.48,2127.8,ID101561424,MG 259,L,Active,20.66,ACTIVE
329156.18,4659849.48,2127.8,ID101561425,MG 260,L,Active,20.66,ACTIVE
329156.18,4659849.48,2127.8,ID101561426,MG 261,L,Active,20.66,ACTIVE
329156.18,4659849.48,2127.8,ID101561427,MG 262,L,Active,20.66,ACTIVE
329179.52,4660233.33,2119.0,ID101561428,MG 263,L,Active,20.66,ACTIVE
329176.68,4660697.81,2156.1,ID101561429,MG 264,L,Active,20.66,ACTIVE
329176.68,4660697.81,2156.1,ID101561430,MG 265,L,Active,20.66,ACTIVE
329176.68,4660697.81,2156.1,ID101561431,MG 266,L,Active,20.66,ACTIVE
329199.70,4661068.33,2170.0,ID101561432,MG 267,L,Active,20.66,ACTIVE
329284.36,4661455.15,2213.0,ID101561433,MG 268,L,Active,20.66,ACTIVE
329284.36,4661455.15,2213.0,ID101561434,MG 269,L,Active,20.66,ACTIVE
329284.36,4661455.15,2213.0,ID101561435,MG 270,L,Active,20.66,ACTIVE
329284.36,4661455.15,2213.0,ID101561436,MG 271,L,Active,20.66,ACTIVE
329279.61,4661840.79,2246.1,ID101561437,MG 272,L,Active,20.66,ACTIVE
329214.46,4662261.22,2290.7,ID101561438,MG 273,L,Active,20.66,ACTIVE
329214.46,4662261.22,2290.7,ID101561439,MG 274,L,Active,20.66,ACTIVE
329214.46,4662261.22,2290.7,ID101561440,MG 275,L,Active,20.66,ACTIVE
329237.01,4662646.20,2248.8,ID101561441,MG 276,L,Active,20.66,ACTIVE
329279.90,4663154.02,2161.4,ID101561442,MG 277,L,Active,20.66,ACTIVE
329279.90,4663154.02,2161.4,ID101561443,MG 278,L,Active,20.66,ACTIVE
329279.90,4663154.02,2161.4,ID101562222,MG 279,L,Active,20.66,ACTIVE
329279.90,4663154.02,2161.4,ID101562223,MG 280,L,Active,20.66,ACTIVE
329718.95,4662695.68,2324.1,ID101562224,MG 281,L,Active,20.66,ACTIVE
329681.43,4663129.88,2153.1,ID101562225,MG 282,L,Active,20.66,ACTIVE
329681.43,4663129.88,2153.1,ID101562226,MG 283,L,Active,20.66,ACTIVE
329681.43,4663129.88,2153.1,ID101562227,MG 284,L,Active,20.66,ACTIVE
329681.43,4663129.88,2153.1,ID101562228,MG 285,L,Active,20.66,ACTIVE
330040.79,4662625.71,2255.8,ID101562229,MG 286,L,Active,20.66,ACTIVE
330038.97,4663134.60,2281.6,ID101562230,MG 287,L,Active,20.66,ACTIVE
330038.97,4663134.60,2281.6,ID101562231,MG 288,L,Active,20.66,ACTIVE
330038.97,4663134.60,2281.6,ID101562232,MG 289,L,Active,20.66,ACTIVE
330038.97,4663134.60,2281.6,ID101562233,MG 290,L,Active,20.66,ACTIVE
330520.75,4662627.51,2232.7,ID101562234,MG 291,L,Active,20.66,ACTIVE
330544.83,4663044.68,2101.8,ID101562235,MG 292,L,Active,20.66,ACTIVE
330544.83,4663044.68,2101.8,ID101562236,MG 293,L,Active,20.66,ACTIVE
330544.83,4663044.68,2101.8,ID101562237,MG 294,L,Active,20.66,ACTIVE
330544.83,4663044.68,2101.8,ID101562238,MG 295,L,Active,20.66,ACTIVE
330906.58,4662602.71,2096.0,ID101562239,MG 296,L,Active,20.66,ACTIVE
330929.83,4663021.01,2030.6,ID101562240,MG 297,L,Active,20.66,ACTIVE
330929.83,4663021.01,2030.6,ID101562241,MG 298,L,Active,20.66,ACTIVE
330929.83,4663021.01,2030.6,ID101562242,MG 299,L,Active,20.66,ACTIVE
330929.83,4663021.01,2030.6,ID101562243,MG 300,L,Active,20.66,ACTIVE
331326.51,4662654.89,2070.4,ID101563022,MG 301,L,Active,20.66,ACTIVE
331288.86,4663087.97,1955.0,ID101563023,MG 302,L,Active,20.66,ACTIVE
331288.86,4663087.97,1955.0,ID101563024,MG 303,L,Active,20.66,ACTIVE
331288.86,4663087.97,1955.0,ID101563025,MG 304,L,Active,20.66,ACTIVE
331288.86,4663087.97,1955.0,ID101563026,MG 305,L,Active,20.66,ACTIVE
329491.11,4657638.24,1855.8,ID101563027,MG 306,L,Active,20.66,ACTIVE
329508.83,4658442.19,2023.0,ID101563028,MG 307,L,Active,20.66,ACTIVE
329508.83,4658442.19,2023.0,ID101563029,MG 308,L,Active,20.66,ACTIVE
329508.83,4658442.19,2023.0,ID101563030,MG 309,L,Active,20.66,ACTIVE
329508.83,4658442.19,2023.0,ID101563031,MG 310,L,Active,20.66,ACTIVE
329530.84,4658771.63,2018.2,ID101563032,MG 311,L,Active,20.66,ACTIVE
329588.33,4659199.10,2071.3,ID101563033,MG 312,L,Active,20.66,ACTIVE
329588.33,4659199.10,2071.3,ID101563034,MG 313,L,Active,20.66,ACTIVE
329910.70,4657629.25,1819.6,ID101563035,MG 314,L,Active,20.66,ACTIVE
329926.45,4658387.70,1924.3,ID101563036,MG 315,L,Active,20.66,ACTIVE
329926.45,4658387.70,1924.3,ID101563037,MG 316,L,Active,20.66,ACTIVE
329926.45,4658387.70,1924.3,ID101563038,MG 317,L,Active,20.66,ACTIVE
329926.45,4658387.70,1924.3,ID101563039,MG 318,L,Active,20.66,ACTIVE
329948.85,4658733.79,2020.0,ID101563040,MG 319,L,Active,20.66,ACTIVE
329944.71,4659181.63,2065.7,ID101563041,MG 320,L,Active,20.66,ACTIVE
329944.71,4659181.63,2065.7,ID101563042,MG 321,L,Active,20.66,ACTIVE
330297.17,4657619.97,1793.6,ID101563043,MG 322,L,Active,20.66,ACTIVE
330313.22,4658392.85,1896.3,ID101563822,MG 323,L,Active,20.66,ACTIVE
330313.22,4658392.85,1896.3,ID101563823,MG 324,L,Active,20.66,ACTIVE
330313.22,4658392.85,1896.3,ID101563824,MG 325,L,Active,20.66,ACTIVE
330313.22,4658392.85,1896.3,ID101563825,MG 326,L,Active,20.66,ACTIVE
330335.36,4658728.96,1929.8,ID101563826,MG 327,L,Active,20.66,ACTIVE
330330.06,4659163.49,2007.1,ID101563827,MG 328,L,Active,20.66,ACTIVE
330330.06,4659163.49,2007.1,ID101563828,MG 329,L,Active,20.66,ACTIVE
330716.50,4657565.49,1753.4,ID101563829,MG 330,L,Active,20.66,ACTIVE
330735.41,4658459.40,1820.6,ID101563830,MG 331,L,Active,20.66,ACTIVE
330735.41,4658459.40,1820.6,ID101563831,MG 332,L,Active,20.66,ACTIVE
330735.41,4658459.40,1820.6,ID101563832,MG 333,L,Active,20.66,ACTIVE
330735.41,4658459.40,1820.6,ID101563833,MG 334,L,Active,20.66,ACTIVE
330817.50,4658776.29,1825.8,ID101563834,MG 335,L,Active,20.66,ACTIVE
330749.51,4659117.89,1880.6,ID101563835,MG 336,L,Active,20.66,ACTIVE
330749.51,4659117.89,1880.6,ID101563836,MG 337,L,Active,20.66,ACTIVE
331103.32,4657570.69,1724.6,ID101563837,MG 338,L,Active,20.66,ACTIVE
331120.68,4658436.86,1772.7,ID101563838,MG 339,L,Active,20.66,ACTIVE
331120.68,4658436.86,1772.7,ID101563839,MG 340,L,Active,20.66,ACTIVE
331120.68,4658436.86,1772.7,ID101563840,MG 341,L,Active,20.66,ACTIVE
331120.68,4658436.86,1772.7,ID101563841,MG 342,L,Active,20.66,ACTIVE
331236.74,4658755.17,1782.8,ID101563842,MG 343,L,Active,20.66,ACTIVE
331227.01,4659110.92,1806.0,ID101563843,MG 344,L,Active,20.66,ACTIVE
331227.01,4659110.92,1806.0,ID101564622,MG 345,L,Active,20.66,ACTIVE
262560.85,4654407.62,2050.0,ID101900244,BC-3,L,Active,20.66,ACTIVE
262560.85,4654407.62,2050.0,ID101900245,BC-7,L,Active,20.66,ACTIVE
262560.85,4654407.62,2050.0,ID101900246,BC-8,L,Active,20.66,ACTIVE
260941.43,4654478.75,1902.4,ID101841441,BC-9,L,Active,20.66,ACTIVE
260941.43,4654478.75,1902.4,ID101841442,BC-12,L,Active,20.66,ACTIVE
263338.23,4654769.58,2111.2,ID101841443,BC-13,L,Active,20.66,ACTIVE
263338.23,4654769.58,2111.2,ID101841444,BC-14,L,Active,20.66,ACTIVE
263342.38,4656084.55,2016.7,ID101841445,BC-24,L,Active,20.66,ACTIVE
263725.49,4656063.98,2066.8,ID101841446,BC-25,L,Active,20.66,ACTIVE
260072.69,4655341.91,1794.7,ID101841447,BC-30,L,Active,20.66,ACTIVE
260884.76,4655378.92,1834.5,ID101841448,BC-31,L,Active,20.66,ACTIVE
260884.76,4655378.92,1834.5,ID101841449,BC-32,L,Active,20.66,ACTIVE
260884.76,4655378.92,1834.5,ID101841450,BC-33,L,Active,20.66,ACTIVE
260884.76,4655378.92,1834.5,ID101841451,BC-34,L,Active,20.66,ACTIVE
261392.82,4655276.19,1886.2,ID101841452,BC-35,L,Active,20.66,ACTIVE
261778.88,4655243.18,1907.5,ID101841453,BC-36,L,Active,20.66,ACTIVE
260884.76,4655378.92,1834.5,ID101841454,BC-37,L,Active,20.66,ACTIVE
260884.76,4655378.92,1834.5,ID101841455,BC-38,L,Active,20.66,ACTIVE
261392.82,4655276.19,1886.2,ID101841456,BC-39,L,Active,20.66,ACTIVE
262579.97,4656016.70,1930.3,ID101841457,BC-40,L,Active,20.66,ACTIVE
262579.97,4656016.70,1930.3,ID101841458,BC-41,L,Active,20.66,ACTIVE
262560.85,4654407.62,2050.0,ID101897226,BC-1,L,Active,20.66,ACTIVE
262560.85,4654407.62,2050.0,ID101897227,BC-2,L,Active,20.66,ACTIVE
262474.76,4653991.40,2113.0,ID101897228,BC-4,L,Active,20.66,ACTIVE
262560.85,4654407.62,2050.0,ID101897229,BC-5,L,Active,20.66,ACTIVE
262560.85,4654407.62,2050.0,ID101897230,BC-6,L,Active,20.66,ACTIVE
262560.48,4654792.27,2011.5,ID101897231,BC-17,L,Active,20.66,ACTIVE
261731.31,4656096.34,1891.2,ID101897232,BC-26,L,Active,20.66,ACTIVE
261731.31,4656096.34,1891.2,ID101897233,BC-27,L,Active,20.66,ACTIVE
261731.31,4656096.34,1891.2,ID101897234,BC-28,L,Active,20.66,ACTIVE
262579.97,4656016.70,1930.3,ID101897235,BC-29,L,Active,20.66,ACTIVE
261663.09,4654487.79,1949.0,ID101897236,BC-10,L,Active,20.66,ACTIVE
261663.09,4654487.79,1949.0,ID101897237,BC-11,L,Active,20.66,ACTIVE
261786.87,4655628.67,1949.8,ID101897238,BC-15,L,Active,20.66,ACTIVE
262209.62,4655676.72,1993.9,ID101897239,BC-16,L,Active,20.66,ACTIVE
261778.88,4655243.18,1907.5,ID101897240,BC-18,L,Active,20.66,ACTIVE
262141.61,4655305.47,1938.6,ID101898469,BC-19,L,Active,20.66,ACTIVE
262498.32,4655213.46,1999.3,ID101898470,BC-20,L,Active,20.66,ACTIVE
261778.88,4655243.18,1907.5,ID101898471,BC-21,L,Active,20.66,ACTIVE
262141.61,4655305.47,1938.6,ID101898472,BC-22,L,Active,20.66,ACTIVE
262498.32,4655213.46,1999.3,ID101898473,BC-23,L,Active,20.66,ACTIVE
333159.17,4659426.15,1614.4,ID101846656,PMG 1,L,Active,9.64,ACTIVE
333129.52,4659116.88,1595.0,ID101846657,PMG 2,L,Active,9.64,ACTIVE
333129.52,4659116.88,1595.0,ID101846658,PMG 3,L,Active,9.64,ACTIVE
333202.49,4658700.76,1580.1,ID101846659,PMG 4,L,Active,9.64,ACTIVE
333239.90,4658321.03,1562.7,ID101846660,PMG 5,L,Active,9.64,ACTIVE
333239.90,4658321.03,1562.7,ID101846661,PMG 6,L,Active,9.64,ACTIVE
333239.90,4658321.03,1562.7,ID101846662,PMG 7,L,Active,9.64,ACTIVE
333155.51,4657901.96,1573.2,ID101846663,PMG 8,L,Active,9.64,ACTIVE
333134.83,4657516.93,1572.6,ID101566613,PMG 9,L,Active,9.64,ACTIVE
333134.83,4657516.93,1572.6,ID101566614,PMG 10,L,Active,9.64,ACTIVE
333134.83,4657516.93,1572.6,ID101566615,PMG 11,L,Active,9.64,ACTIVE
332775.96,4659078.57,1646.4,ID101566616,PMG 12,L,Active,20.66,ACTIVE
332775.96,4659078.57,1646.4,ID101566617,PMG 13,L,Active,20.66,ACTIVE
332752.12,4658700.28,1648.3,ID101566618,PMG 14,L,Active,20.66,ACTIVE
332731.16,4658374.15,1644.8,ID101566619,PMG 15,L,Active,20.66,ACTIVE
332731.16,4658374.15,1644.8,ID101566620,PMG 16,L,Active,20.66,ACTIVE
332731.16,4658374.15,1644.8,ID101566621,PMG 17,L,Active,20.66,ACTIVE
332737.08,4657924.06,1659.0,ID101566622,PMG 18,L,Active,20.66,ACTIVE
332714.73,4657539.07,1622.2,ID101566623,PMG 19,L,Active,20.66,ACTIVE
332714.73,4657539.07,1622.2,ID101566624,PMG 20,L,Active,20.66,ACTIVE
332714.73,4657539.07,1622.2,ID101566625,PMG 21,L,Active,20.66,ACTIVE
332444.24,4659088.64,1729.0,ID101566626,PMG 22,L,Active,20.66,ACTIVE
332444.24,4659088.64,1729.0,ID101566627,PMG 23,L,Active,20.66,ACTIVE
332397.97,4658743.11,1732.1,ID101566628,PMG 24,L,Active,20.66,ACTIVE
332346.29,4658378.82,1761.3,ID101566629,PMG 25,L,Active,20.66,ACTIVE
332346.29,4658378.82,1761.3,ID101566630,PMG 26,L,Active,20.66,ACTIVE
332346.29,4658378.82,1761.3,ID101566631,PMG 27,L,Active,20.66,ACTIVE
332351.01,4657914.31,1701.0,ID101566632,PMG 28,L,Active,20.66,ACTIVE
332330.32,4657530.39,1685.4,ID101566633,PMG 29,L,Active,20.66,ACTIVE
332330.32,4657530.39,1685.4,ID101566634,PMG 30,L,Active,20.66,ACTIVE
332330.32,4657530.39,1685.4,ID101567836,PMG 31,L,Active,6.89,ACTIVE
332030.58,4659099.57,1758.5,ID101567837,PMG 32,L,Active,20.66,ACTIVE
332030.58,4659099.57,1758.5,ID101567838,PMG 33,L,Active,20.66,ACTIVE
331994.76,4658741.56,1790.5,ID101567839,PMG 34,L,Active,20.66,ACTIVE
331926.74,4658387.66,1759.8,ID101567840,PMG 35,L,Active,20.66,ACTIVE
331926.74,4658387.66,1759.8,ID101567841,PMG 36,L,Active,20.66,ACTIVE
331926.74,4658387.66,1759.8,ID101567842,PMG 37,L,Active,20.66,ACTIVE
331978.97,4657937.58,1729.0,ID101567843,PMG 38,L,Active,20.66,ACTIVE
331972.30,4657552.22,1670.7,ID101567844,PMG 39,L,Active,20.66,ACTIVE
331972.30,4657552.22,1670.7,ID101567845,PMG 40,L,Active,20.66,ACTIVE
331972.30,4657552.22,1670.7,ID101567846,PMG 41,L,Active,6.89,ACTIVE
331103.32,4657570.69,1724.6,ID101567847,PMG 42,L,Active,20.66,ACTIVE
331103.32,4657570.69,1724.6,ID101567848,PMG 43,L,Active,20.66,ACTIVE
330716.50,4657565.49,1753.4,ID101567849,PMG 44,L,Active,20.66,ACTIVE
330716.50,4657565.49,1753.4,ID101567850,PMG 45,L,Active,20.66,ACTIVE
330297.17,4657619.97,1793.6,ID101567851,PMG 46,L,Active,20.66,ACTIVE
330297.17,4657619.97,1793.6,ID101567852,PMG 47,L,Active,20.66,ACTIVE
329910.70,4657629.25,1819.6,ID101567853,PMG 48,L,Active,20.66,ACTIVE
329910.70,4657629.25,1819.6,ID101567854,PMG 49,L,Active,20.66,ACTIVE
329491.11,4657638.24,1855.8,ID101567855,PMG 50,L,Active,20.66,ACTIVE
329491.11,4657638.24,1855.8,ID101567856,PMG 51,L,Active,20.66,ACTIVE
329105.47,4657647.54,1944.7,ID101567857,PMG 52,L,Active,20.66,ACTIVE
329105.47,4657647.54,1944.7,ID101569222,PMG 53,L,Active,6.89,ACTIVE
328685.97,4657626.58,2043.2,ID101569223,PMG 54,L,Active,20.66,ACTIVE
328685.97,4657626.58,2043.2,ID101569224,PMG 55,L,Active,6.89,ACTIVE
261042.69,4658951.07,1796.8,ID101647397,EMERY 9,L,Active,20.66,ACTIVE
261042.69,4658951.07,1796.8,ID101647398,EMERY 10,L,Active,20.66,ACTIVE
261042.69,4658951.07,1796.8,ID101647399,EMERY 11,L,Active,20.66,ACTIVE
261042.69,4658951.07,1796.8,ID101647400,EMERY 12,L,Active,20.66,ACTIVE
261527.89,4658989.17,1850.0,ID101647548,EMERY 13,L,Active,20.66,ACTIVE
261853.63,4658942.62,1928.5,ID101647549,EMERY 14,L,Active,20.66,ACTIVE
261853.63,4658942.62,1928.5,ID101647550,EMERY 15,L,Active,20.66,ACTIVE
261553.79,4659806.51,1921.4,ID101647551,EMERY 16,L,Active,20.66,ACTIVE
261940.99,4659790.13,1993.4,ID101647552,EMERY 17,L,Active,20.66,ACTIVE
261940.99,4659790.13,1993.4,ID101647553,EMERY 18,L,Active,20.66,ACTIVE
261520.43,4660242.32,1899.2,ID101647554,EMERY 19,L,Active,20.66,ACTIVE
261876.97,4660152.48,1981.0,ID101647555,EMERY 20,L,Active,20.66,ACTIVE
261876.97,4660152.48,1981.0,ID101647556,EMERY 21,L,Active,20.66,ACTIVE
261115.39,4660318.24,1821.0,ID101647557,EMERY 22,L,Active,20.66,ACTIVE
261115.39,4660318.24,1821.0,ID101648738,EMERY 23,L,Active,20.66,ACTIVE
261115.39,4660318.24,1821.0,ID101648739,EMERY 24,L,Active,20.66,ACTIVE
261115.39,4660318.24,1821.0,ID101648740,EMERY 25,L,Active,20.66,ACTIVE
261456.43,4660383.44,1895.3,ID101648741,EMERY 26,L,Active,20.66,ACTIVE
261880.70,4660287.98,1974.2,ID101648742,EMERY 27,L,Active,20.66,ACTIVE
261880.70,4660287.98,1974.2,ID101648743,EMERY 28,L,Active,20.66,ACTIVE
260984.51,4657326.60,1822.0,ID101648744,BLUE 43,L,Active,20.66,ACTIVE
260984.51,4657326.60,1822.0,ID101648745,BLUE 44,L,Active,20.66,ACTIVE
260984.51,4657326.60,1822.0,ID101648746,BLUE 45,L,Active,20.66,ACTIVE
260984.51,4657326.60,1822.0,ID101648747,BLUE 46,L,Active,20.66,ACTIVE
261470.48,4657285.75,1889.1,ID101648748,BLUE 47,L,Active,20.66,ACTIVE
260516.57,4657483.61,1768.8,ID101648749,BLUE 48,L,Active,20.66,ACTIVE
259806.90,4656573.81,1741.8,ID101648750,BLUE 49,L,Active,20.66,ACTIVE
260195.78,4656528.39,1765.5,ID101648751,BLUE 50,L,Active,20.66,ACTIVE
261341.65,4654101.73,1896.5,ID101648752,BC 42,L,Active,20.66,ACTIVE
261667.57,4654054.08,1964.6,ID101648753,BC 43,L,Active,20.66,ACTIVE
261667.57,4654054.08,1964.6,ID101648754,BC 44,L,Active,20.66,ACTIVE
261667.57,4654054.08,1964.6,ID101648755,BC 45,L,Active,20.66,ACTIVE
262150.63,4654067.86,2050.5,ID101648756,BC 46,L,Active,20.66,ACTIVE
262450.25,4653606.46,2163.8,ID101648757,BC 47,L,Active,20.66,ACTIVE
262450.25,4653606.46,2163.8,ID101648758,BC 48,L,Active,20.66,ACTIVE
262450.25,4653606.46,2163.8,ID101649938,BC 49,L,Active,20.66,ACTIVE
262450.25,4653606.46,2163.8,ID101649939,BC 50,L,Active,20.66,ACTIVE
262834.27,4653609.16,2279.4,ID101649940,BC 51,L,Active,20.66,ACTIVE
263296.88,4653581.47,2249.7,ID101649941,BC 52,L,Active,20.66,ACTIVE
263296.88,4653581.47,2249.7,ID101649942,BC 53,L,Active,20.66,ACTIVE
263310.58,4653966.76,2226.7,ID101649943,BC 54,L,Active,20.66,ACTIVE
263310.58,4653966.76,2226.7,ID101649944,BC 55,L,Active,20.66,ACTIVE
262862.08,4653993.99,2179.7,ID101649945,BC 56,L,Active,20.66,ACTIVE
262920.77,4654410.01,2091.0,ID101649946,BC 57,L,Active,20.66,ACTIVE
260942.05,4654865.61,1907.5,ID101649947,BC 58,L,Active,20.66,ACTIVE
260942.05,4654865.61,1907.5,ID101649948,BC 59,L,Active,20.66,ACTIVE
260941.43,4654478.75,1902.4,ID101649949,BC 60,L,Active,20.66,ACTIVE
260941.43,4654478.75,1902.4,ID101649950,BC 61,L,Active,20.66,ACTIVE
328412.51,4662325.09,2158.5,ID101763367,SILVER HILLS #7,L,Active,20.66,ACTIVE
328415.23,4661891.72,2021.5,ID101763368,SILVER HILLS #8,L,Active,20.66,ACTIVE
328412.51,4662325.09,2158.5,ID101954843,PMG 101,L,Active,20.66,ACTIVE
328415.23,4661891.72,2021.5,ID101955822,PMG 102,L,Active,20.66,ACTIVE
261681.42,4663958.90,1836.6,ID101877713,COLD 55,L,Active,20.66,ACTIVE
261681.42,4663958.90,1836.6,ID101877714,COLD 56,L,Active,20.66,ACTIVE
261681.42,4663958.90,1836.6,ID101878528,COLD 57,L,Active,20.66,ACTIVE
261681.42,4663958.90,1836.6,ID101878529,COLD 58,L,Active,20.66,ACTIVE
261707.77,4664715.09,1883.9,ID101878530,COLD 59,L,Active,20.66,ACTIVE
262091.80,4664686.57,1890.0,ID101878531,COLD 60,L,Active,20.66,ACTIVE
261677.61,4665195.25,1827.1,ID101878532,COLD 61,L,Active,20.66,ACTIVE
262031.48,4665107.72,1881.3,ID101878533,COLD 62,L,Active,20.66,ACTIVE
262031.48,4665107.72,1881.3,ID101878534,COLD 63,L,Active,20.66,ACTIVE
262031.48,4665107.72,1881.3,ID101878535,COLD 64,L,Active,20.66,ACTIVE
262031.48,4665107.72,1881.3,ID101878536,COLD 65,L,Active,20.66,ACTIVE
261677.61,4665195.25,1827.1,ID101878537,COLD 66,L,Active,20.66,ACTIVE
262836.58,4665168.46,1871.2,ID101878538,COLD 67,L,Active,20.66,ACTIVE
262836.58,4665168.46,1871.2,ID101878539,COLD 68,L,Active,20.66,ACTIVE
262836.58,4665168.46,1871.2,ID101878540,COLD 69,L,Active,20.66,ACTIVE
263639.01,4665051.50,1904.9,ID101878601,COLD 70,L,Active,20.66,ACTIVE
263665.93,4665435.25,1927.2,ID101878602,COLD 71,L,Active,20.66,ACTIVE
263639.31,4664664.62,1900.4,ID101878603,COLD 72,L,Active,20.66,ACTIVE
262807.29,4664321.21,1936.5,ID101878604,COLD 73,L,Active,20.66,ACTIVE
263192.70,4664308.28,1961.9,ID101878605,COLD 74,L,Active,20.66,ACTIVE
263612.01,4664294.23,1995.0,ID101878606,COLD 75,L,Active,20.66,ACTIVE
263585.83,4663536.93,2016.9,ID101878607,COLD 76,L,Active,20.66,ACTIVE
263585.83,4663536.93,2016.9,ID101878608,COLD 77,L,Active,20.66,ACTIVE
263585.83,4663536.93,2016.9,ID101879484,COLD 78,L,Active,20.66,ACTIVE
263582.12,4663030.12,2049.5,ID101879485,COLD 79,L,Active,20.66,ACTIVE
263582.12,4663030.12,2049.5,ID101879486,COLD 80,L,Active,20.66,ACTIVE
